char,sourceFile,motion,frame,manifestBodyBounds_w,manifestBodyBounds_h,manifestVisualBounds_w,manifestVisualBounds_h,manifestFootAnchor_x,manifestFootAnchor_y,manifestOffset_x,manifestOffset_y,manifestBattleScale,myAlphaBBox_w,myAlphaBBox_h,myAlphaBBox_footY,myAlphaBBox_centerX,manifestVsAlpha_heightDeltaPx,automatedFaceTemplateMatchScale_UNRELIABLE,automatedMatchConfidence_UNRELIABLE,visualJudgement,causeCandidate,comment
hakuma,assets/art/runtime/hakuma/p1/cmd_01/f3.png,cmd_01,F3,290,268,302,332,145,337.369,-145,-337.369,0.5,303,333,334,151.0,1,0.7065217391304348,0.8801593780517578,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/cmd_01/f4.png,cmd_01,F4,228,285,258,314,145,315.948,-145,-315.948,0.5,260,315,315,129.5,1,0.7065217391304348,0.9230013489723206,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/cmd_02/f1.png,cmd_02,F1,244,312,244,312,124,316,-124,-316,0.5,244,313,313,123.5,1,0.34782608695652173,0.6344313025474548,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/cmd_02/f2.png,cmd_02,F2,286,259,286,259,143,262.315,-143,-262.315,0.5,286,259,260,142.5,0,0.2826086956521739,0.6292360424995422,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/cmd_02/f3.png,cmd_02,F3,254,321,285,393,127,393.578,-127,-393.578,0.5,286,394,395,142.5,1,0.6739130434782609,0.8741938471794128,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/cmd_02/f4.png,cmd_02,F4,223,261,256,315,145.5,316.951,-145.5,-316.951,0.5,257,316,316,128.0,1,0.6739130434782609,0.8797788023948669,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/cmd_03/f1.png,cmd_03,F1,220,292,220,292,112,296,-112,-296,0.5,221,292,293,111.0,0,0.31521739130434784,0.6380151510238647,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/cmd_03/f2.png,cmd_03,F2,286,266,286,266,143,267.949,-143,-267.949,0.5,286,268,268,142.5,2,0.25,0.7142913937568665,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/cmd_03/f3.png,cmd_03,F3,250,284,250,284,127,285.948,-127,-285.948,0.5,251,284,285,126.0,0,0.25,0.6234145760536194,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/cmd_03/f4.png,cmd_03,F4,214,291,249,291,144,295.684,-144,-295.684,0.5,251,291,292,126.0,0,0.25,0.648033618927002,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/cmd_04/f1.png,cmd_04,F1,225,296,225,296,114.5,302.74,-114.5,-302.74,0.5,227,296,297,114.0,0,0.34782608695652173,0.6211785078048706,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/cmd_04/f2.png,cmd_04,F2,247,238,247,238,123.5,245.418,-123.5,-245.418,0.5,247,239,239,123.0,1,0.25,0.6298044323921204,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/cmd_04/f3.png,cmd_04,F3,286,162,286,172,143,173.271,-143,-173.271,0.5,286,173,173,142.5,1,0.34782608695652173,0.56828373670578,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/cmd_04/f4.png,cmd_04,F4,213,227,256,227,150.5,228.944,-150.5,-228.944,0.5,256,227,228,128.5,0,0.25,0.6245682239532471,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/cmd_05/f1.png,cmd_05,F1,238,303,238,303,121,306.316,-121,-306.316,0.5,238,303,304,120.5,0,0.34782608695652173,0.635349690914154,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/cmd_05/f2.png,cmd_05,F2,286,259,286,259,143,263.683,-143,-263.683,0.5,286,261,261,142.5,2,0.2826086956521739,0.6413477063179016,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/cmd_05/f3.png,cmd_05,F3,286,244,286,244,143,247.317,-143,-247.317,0.5,286,246,246,142.5,2,0.25,0.6349682807922363,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/cmd_05/f4.png,cmd_05,F4,218,278,277,286,169,287.948,-169,-287.948,0.5,277,288,288,139.0,2,0.5108695652173914,0.6669250726699829,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/cmd_06/f1.png,cmd_06,F1,219,292,219,292,111.5,295.316,-111.5,-295.316,0.5,219,293,293,111.0,1,0.31521739130434784,0.630423367023468,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/cmd_06/f2.png,cmd_06,F2,286,246,286,246,143,249.317,-143,-249.317,0.5,286,248,248,142.5,2,0.2826086956521739,0.6321344971656799,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/cmd_06/f3.png,cmd_06,F3,286,279,286,363,143,364.95,-143,-364.95,0.5,286,365,365,142.5,2,0.6413043478260869,0.8672351241111755,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/cmd_06/f4.png,cmd_06,F4,209,267,244,343,140.5,344.947,-140.5,-344.947,0.5,245,343,344,122.0,0,0.6413043478260869,0.9371110200881958,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/cmd_07/f1.png,cmd_07,F1,194,269,237,269,99,270.947,-99,-270.947,0.5,238,269,270,119.5,0,0.2826086956521739,0.6482495069503784,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/cmd_07/f2.png,cmd_07,F2,210,229,285,234,105,242.787,-105,-242.787,0.5,286,236,236,142.5,2,0.25,0.6042404174804688,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/cmd_07/f3.png,cmd_07,F3,286,197,286,203,143,209.733,-143,-209.733,0.5,286,205,205,142.5,2,0.25,0.6135669946670532,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/cmd_07/f4.png,cmd_07,F4,196,251,262,251,165,255.684,-165,-255.684,0.5,263,253,253,131.0,2,0.2826086956521739,0.6460428833961487,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/grab/f1.png,grab,F1,227,298,227,298,115.5,307.478,-115.5,-307.478,0.5,229,298,299,115.0,0,0.31521739130434784,0.6408066153526306,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/grab/f2.png,grab,F2,286,289,286,289,143,295.732,-143,-295.732,0.5,286,290,290,142.5,1,0.31521739130434784,0.6414685249328613,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/grab/f3.png,grab,F3,242,306,242,306,123,307.947,-123,-307.947,0.5,242,308,308,122.5,2,0.3804347826086957,0.6208010911941528,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/grab/f4.png,grab,F4,227,298,227,298,115.5,307.466,-115.5,-307.466,0.5,227,298,299,115.0,0,0.31521739130434784,0.6398361325263977,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/high/f1.png,high,F1,261,353,261,353,132.5,358.368,-132.5,-358.368,0.5,263,353,354,132.0,0,0.25,0.6482521891593933,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/high/f2.png,high,F2,235,352,235,352,119.5,357.367,-119.5,-357.367,0.5,235,353,353,119.0,1,0.5434782608695652,0.7126089930534363,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/high/f3.png,high,F3,276,349,276,349,138,350.948,-138,-350.948,0.5,277,349,350,138.0,0,0.7065217391304348,0.7449151873588562,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/high/f4.png,high,F4,263,309,263,309,131.5,313.683,-131.5,-313.683,0.5,264,309,310,131.5,0,0.34782608695652173,0.6613997220993042,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/low/f1.png,low,F1,283,221,283,221,143.5,227.052,-143.5,-227.052,0.5,285,221,222,143.0,0,0.25,0.7025255560874939,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/low/f2.png,low,F2,275,214,275,214,137.5,218,-137.5,-218,0.5,275,216,216,137.0,2,0.25,0.609514594078064,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/low/f3.png,low,F3,322,190,322,190,161,191.951,-161,-191.951,0.5,322,191,191,160.5,1,0.25,0.6231217980384827,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/low/f4.png,low,F4,241,220,241,220,122.5,223.317,-122.5,-223.317,0.5,241,222,222,122.0,2,0.25,0.5812711715698242,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/mid/f1.png,mid,F1,265,312,265,312,134.5,317.368,-134.5,-317.368,0.5,265,314,314,134.0,2,0.2826086956521739,0.5759417414665222,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/mid/f2.png,mid,F2,279,298,279,298,141.5,300.633,-141.5,-300.633,0.5,279,299,299,141.0,1,0.2826086956521739,0.7225801348686218,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/mid/f3.png,mid,F3,315,302,315,302,159.5,303.946,-159.5,-303.946,0.5,315,302,303,159.0,0,0.2826086956521739,0.6527397632598877,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/mid/f4.png,mid,F4,272,310,272,310,138,314,-138,-314,0.5,272,312,312,137.5,2,0.25,0.62625652551651,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/mikiri/f1.png,mikiri,F1,252,304,252,304,128,308,-128,-308,0.5,252,304,305,127.5,0,0.34782608695652173,0.6221823692321777,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/mikiri/f2.png,mikiri,F2,264,279,264,279,134,282.315,-134,-282.315,0.5,265,279,280,133.0,0,0.25,0.6131670475006104,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/mikiri/f3.png,mikiri,F3,306,280,306,280,153,281.947,-153,-281.947,0.5,306,280,281,152.5,0,0.31521739130434784,0.624985933303833,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/mikiri/f4.png,mikiri,F4,246,297,262,297,141,300.316,-141,-300.316,0.5,264,297,298,132.5,0,0.2826086956521739,0.6306876540184021,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/roar/f1.png,roar,F1,268,335,268,335,136,343.101,-136,-343.101,0.5,268,336,336,135.5,1,0.25,0.6360263824462891,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/roar/f2.png,roar,F2,257,344,257,344,128.5,350.055,-128.5,-350.055,0.5,257,344,345,128.0,0,0.3804347826086957,0.6360942125320435,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/roar/f3.png,roar,F3,296,370,296,370,148,371.945,-148,-371.945,0.5,296,370,371,147.5,0,0.25,0.633550226688385,OK,N/A (no anomaly found on visual review),
hakuma,assets/art/runtime/hakuma/p1/roar/f4.png,roar,F4,253,328,253,328,126.5,334.733,-126.5,-334.733,0.5,253,330,330,126.0,2,0.3804347826086957,0.6378538012504578,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/legacy_crouch/crouch.png,pose:crouch,crouch,261,212,261,212,132.5,214.154,-132.5,-214.154,0.5,263,214,214,132.0,2,0.25,0.6223595142364502,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/legacy_crouch_atk/crouch_atk.png,pose:crouch_atk,crouch_atk,306,217,306,217,155,219.148,-155,-219.148,0.5,307,219,219,154.0,2,0.25,0.6662265062332153,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/downset/down.png,pose:down,down,344,119,344,119,174,132.271,-174,-132.271,0.5,345,121,121,173.0,2,0.44565217391304346,0.7085109353065491,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/common_basic/flinch.png,pose:flinch,flinch,305,313,305,313,154.5,359.472,-154.5,-359.472,0.5,307,315,315,154.0,2,0.2826086956521739,0.6916952133178711,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/downset/getup.png,pose:getup,getup,309,222,327,222,156.5,224.148,-156.5,-224.148,0.5,328,224,224,164.5,2,0.2826086956521739,0.741611659526825,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/legacy_grabbed/grabbed.png,pose:grabbed,grabbed,211,242,211,242,107.5,242.152,-107.5,-242.152,0.5,213,242,241,107.0,0,0.25,0.6540881991386414,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/common_basic/guard.png,pose:guard,guard,263,336,263,336,133.5,341.234,-133.5,-341.234,0.5,265,338,338,133.0,2,0.2826086956521739,0.688230037689209,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/common_basic/idle.png,pose:idle,idle,259,344,259,344,131.5,346.149,-131.5,-346.149,0.5,261,346,346,131.0,2,0.25,0.6290093660354614,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/downset/ko.png,pose:ko,ko,349,118,349,118,176.5,163.899,-176.5,-163.899,0.5,351,120,120,176.0,2,0.25,0.741395115852356,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/legacy_lunge/lunge.png,pose:lunge,lunge,299,259,299,259,151.5,261.152,-151.5,-261.152,0.5,301,260,260,151.0,1,0.25,0.6237005591392517,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/legacy_sway/sway.png,pose:sway,sway,243,290,243,290,123.5,292.151,-123.5,-292.151,0.5,245,292,292,123.0,2,0.25,0.6911635994911194,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/downset/ult_charge.png,pose:ult_charge,ult_charge,261,252,261,252,132.5,279.441,-132.5,-279.441,0.5,263,254,254,132.0,2,0.25,0.7189942598342896,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/common_basic/victory.png,pose:victory,victory,231,319,231,319,117.5,363.067,-117.5,-363.067,0.5,233,321,321,117.0,2,0.5108695652173914,0.731995701789856,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_01/f1.png,cmd_01,F1,186,237,241,237,95,241,-95,-241,0.5,243,239,239,122.0,2,0.2826086956521739,0.6492505669593811,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_01/f2.png,cmd_01,F2,237,193,237,193,118.5,198.847,-118.5,-198.847,0.5,238,194,194,118.5,1,0.25,0.6489452123641968,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_01/f3.png,cmd_01,F3,257,205,257,205,129.5,209.617,-129.5,-209.617,0.5,258,207,207,128.5,2,0.25,0.6756592988967896,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_01/f4.png,cmd_01,F4,185,221,185,221,94.5,223.151,-94.5,-223.151,0.5,187,223,223,94.0,2,0.25,0.6640930771827698,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_02/f1.png,cmd_02,F1,191,254,191,254,97.5,258,-97.5,-258,0.5,193,256,256,97.0,2,0.2826086956521739,0.6730334758758545,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_02/f2.png,cmd_02,F2,233,192,233,192,116.5,194.767,-116.5,-194.767,0.5,234,194,194,116.5,2,0.2826086956521739,0.641094446182251,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_02/f3.png,cmd_02,F3,229,308,229,308,116.5,310.767,-116.5,-310.767,0.5,231,310,310,116.0,2,0.31521739130434784,0.6893340349197388,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_02/f4.png,cmd_02,F4,211,256,211,256,107.5,258.152,-107.5,-258.152,0.5,213,258,258,107.0,2,0.31521739130434784,0.6660144329071045,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_03/f1.png,cmd_03,F1,204,262,254,262,104,264.148,-104,-264.148,0.5,255,264,264,128.0,2,0.2826086956521739,0.668848991394043,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_03/f2.png,cmd_03,F2,273,217,273,217,136.5,222.235,-136.5,-222.235,0.5,273,219,219,136.0,2,0.2826086956521739,0.6673526167869568,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_03/f3.png,cmd_03,F3,227,242,227,242,115.5,244.15,-115.5,-244.15,0.5,228,244,244,114.5,2,0.25,0.6120831966400146,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_03/f4.png,cmd_03,F4,192,259,215,259,121,261.152,-121,-261.152,0.5,217,261,261,109.0,2,0.31521739130434784,0.6426570415496826,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_04/f1.png,cmd_04,F1,185,246,245,246,94.5,263.58,-94.5,-263.58,0.5,247,248,248,124.0,2,0.2826086956521739,0.6495802998542786,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_04/f2.png,cmd_04,F2,213,188,213,188,106.5,208.051,-106.5,-208.051,0.5,214,190,190,106.5,2,0.25,0.7339872717857361,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_04/f3.png,cmd_04,F3,258,183,258,183,129,185.155,-129,-185.155,0.5,258,184,184,128.5,1,0.34782608695652173,0.7530887722969055,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_04/f4.png,cmd_04,F4,188,209,222,209,129,222.261,-129,-222.261,0.5,224,211,211,111.5,2,0.25,0.6759097576141357,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_05/f1.png,cmd_05,F1,183,250,183,250,93.5,252.15,-93.5,-252.15,0.5,185,252,252,93.0,2,0.2826086956521739,0.6509862542152405,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_05/f2.png,cmd_05,F2,238,220,238,220,119,227.692,-119,-227.692,0.5,239,221,221,119.0,1,0.25,0.7342268824577332,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_05/f3.png,cmd_05,F3,232,268,241,302,118,306,-118,-306,0.5,242,304,304,121.5,2,0.2826086956521739,0.7576703429222107,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_05/f4.png,cmd_05,F4,229,211,236,215,123.5,219.617,-123.5,-219.617,0.5,238,217,217,119.5,2,0.3804347826086957,0.7097553610801697,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_06/f1.png,cmd_06,F1,209,288,209,288,106.5,290.148,-106.5,-290.148,0.5,211,290,290,106.0,2,0.34782608695652173,0.6466224789619446,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_06/f2.png,cmd_06,F2,234,236,270,236,117,243.702,-117,-243.702,0.5,271,238,238,135.0,2,0.31521739130434784,0.6330122351646423,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_06/f3.png,cmd_06,F3,289,232,295,232,144.5,240.313,-144.5,-240.313,0.5,296,234,234,147.5,2,0.25,0.5446140766143799,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_06/f4.png,cmd_06,F4,279,233,279,233,139.5,238.231,-139.5,-238.231,0.5,280,235,235,139.5,2,0.31521739130434784,0.6164783239364624,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_07/f1.png,cmd_07,F1,185,241,256,241,94.5,245,-94.5,-245,0.5,258,244,243,129.5,3,0.2826086956521739,0.6226919293403625,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_07/f2.png,cmd_07,F2,214,202,259,208,107,217.547,-107,-217.547,0.5,260,210,210,129.5,2,0.2826086956521739,0.6305743455886841,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_07/f3.png,cmd_07,F3,274,213,274,213,137,217,-137,-217,0.5,274,215,215,136.5,2,0.2826086956521739,0.5960837602615356,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/cmd_07/f4.png,cmd_07,F4,254,223,254,223,127,225.154,-127,-225.154,0.5,255,225,225,127.0,2,0.2826086956521739,0.6304071545600891,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/grab/f1.png,grab,F1,204,258,204,258,104,264.466,-104,-264.466,0.5,206,260,260,103.5,2,0.31521739130434784,0.6558355689048767,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/grab/f2.png,grab,F2,273,247,273,247,136.5,253.467,-136.5,-253.467,0.5,273,249,249,136.0,2,0.31521739130434784,0.6602450013160706,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/grab/f3.png,grab,F3,235,304,235,304,119.5,306.148,-119.5,-306.148,0.5,236,306,306,118.5,2,0.25,0.6365004181861877,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/grab/f4.png,grab,F4,196,258,196,258,100,264.466,-100,-264.466,0.5,198,260,260,99.5,2,0.31521739130434784,0.6670533418655396,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/high/f1.png,high,F1,238,291,238,291,121,294.383,-121,-294.383,0.5,240,293,293,120.5,2,0.25,0.697981595993042,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/high/f2.png,high,F2,227,286,227,286,115.5,290,-115.5,-290,0.5,229,288,288,115.0,2,0.25,0.6169917583465576,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/high/f3.png,high,F3,261,328,261,358,132.5,362,-132.5,-362,0.5,263,360,360,132.0,2,0.4782608695652174,0.7949832081794739,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/high/f4.png,high,F4,225,289,238,334,127.5,336.153,-127.5,-336.153,0.5,240,336,336,120.5,2,0.6413043478260869,0.9015517830848694,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/low/f1.png,low,F1,214,245,214,245,109,247.151,-109,-247.151,0.5,216,247,247,108.5,2,0.2826086956521739,0.6758567094802856,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/low/f2.png,low,F2,225,194,225,194,112.5,197.383,-112.5,-197.383,0.5,226,196,196,112.5,2,0.25,0.6686307191848755,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/low/f3.png,low,F3,274,191,274,191,137,195,-137,-195,0.5,274,193,193,136.5,2,0.25,0.6914819478988647,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/low/f4.png,low,F4,201,211,222,211,123.5,213.768,-123.5,-213.768,0.5,224,213,213,112.5,2,0.25,0.6929724216461182,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/mid/f1.png,mid,F1,217,261,217,261,110.5,263.151,-110.5,-263.151,0.5,219,263,263,110.0,2,0.31521739130434784,0.6542375683784485,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/mid/f2.png,mid,F2,273,254,273,254,136.5,256.766,-136.5,-256.766,0.5,273,256,256,136.0,2,0.31521739130434784,0.6666097640991211,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/mid/f3.png,mid,F3,274,256,274,256,137,259.382,-137,-259.382,0.5,274,258,258,136.5,2,0.34782608695652173,0.6247246265411377,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/mid/f4.png,mid,F4,262,256,262,256,133,258.152,-133,-258.152,0.5,263,258,258,133.0,2,0.25,0.6448768973350525,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/mikiri/f1.png,mikiri,F1,221,281,221,281,112.5,283.149,-112.5,-283.149,0.5,223,283,283,112.0,2,0.34782608695652173,0.6192817091941833,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/mikiri/f2.png,mikiri,F2,242,236,242,236,123,240.617,-123,-240.617,0.5,244,238,238,122.5,2,0.25,0.6062065362930298,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/mikiri/f3.png,mikiri,F3,274,240,274,240,137,245.848,-137,-245.848,0.5,274,242,242,136.5,2,0.25,0.6232120394706726,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/mikiri/f4.png,mikiri,F4,221,278,221,278,112.5,282,-112.5,-282,0.5,223,280,280,112.0,2,0.34782608695652173,0.6373443007469177,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/roar/f1.png,roar,F1,218,278,218,278,111,280.153,-111,-280.153,0.5,220,280,280,110.5,2,0.25,0.6104864478111267,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/roar/f2.png,roar,F2,227,277,227,277,115.5,279.147,-115.5,-279.147,0.5,229,279,279,115.0,2,0.25,0.6451435089111328,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/roar/f3.png,roar,F3,265,291,265,291,132.5,293.768,-132.5,-293.768,0.5,266,293,293,132.5,2,0.2826086956521739,0.6510310173034668,OK,N/A (no anomaly found on visual review),
moguzo,assets/art/runtime/moguzo/p1/roar/f4.png,roar,F4,212,274,212,274,108,276.767,-108,-276.767,0.5,214,276,276,107.5,2,0.31521739130434784,0.6676947474479675,OK,N/A (no anomaly found on visual review),
pisuke,assets/art/runtime/pisuke/p1/legacy_crouch/crouch.png,pose:crouch,crouch,298,229,298,229,151,230.956,-151,-230.956,0.5,298,231,231,150.5,2,0.25,0.5935613512992859,OK,N/A (no anomaly found on visual review),
pisuke,assets/art/runtime/pisuke/p1/legacy_crouch_atk/crouch_atk.png,pose:crouch_atk,crouch_atk,333,217,333,217,168.5,218.954,-168.5,-218.954,0.5,333,217,218,168.0,0,0.25,0.5934348106384277,OK,N/A (no anomaly found on visual review),
pisuke,assets/art/runtime/pisuke/p1/downset/down.png,pose:down,down,405,132,405,132,204.5,133.95,-204.5,-133.95,0.5,407,132,133,204.0,0,0.2826086956521739,0.5405368804931641,OK,N/A (no anomaly found on visual review),
pisuke,assets/art/runtime/pisuke/p1/common_basic/flinch.png,pose:flinch,flinch,283,334,283,334,143.5,389.212,-143.5,-389.212,0.5,283,336,336,143.0,2,0.25,0.5600579380989075,OK,N/A (no anomaly found on visual review),
pisuke,assets/art/runtime/pisuke/p1/downset/getup.png,pose:getup,getup,340,252,350,252,182,256.683,-182,-256.683,0.5,352,252,253,176.5,0,0.25,0.5996778011322021,OK,N/A (no anomaly found on visual review),
